acct_num,acct_create_dt,account_close_dt,first_name,last_name,address,city,state,zipcode,phone_number,created,modified
2853,2009-04-08 11:31:51.0,2014-01-15 14:57:14.0,Jaclyn,Mixson,1590 Green Hill Road,Stockton,CA,95334,2094349442,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2854,2009-01-31 13:00:09.0,2013-11-06 07:39:05.0,Daniel,Bowers,103 Freshour Circle,Stockton,CA,95256,2090371823,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2855,2009-05-07 01:41:16.0,\N,Douglas,McCreery,3507 Lost Creek Road,Sacramento,CA,94233,9165111027,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2856,2009-04-24 22:59:20.0,2014-01-06 02:17:48.0,Donald,Simmons,710 Reeves Street,Santa Rosa,CA,94951,7075497552,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2857,2009-11-11 17:37:51.0,2014-03-04 14:04:34.0,David,Remer,564 Long Street,Berkeley,CA,94723,5103812851,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2858,2009-09-21 17:26:34.0,2014-02-07 17:40:38.0,Whitney,Homan,2974 Renwick Drive,Santa Rosa,CA,94910,7075015687,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2859,2009-09-22 17:57:09.0,2014-02-02 19:50:40.0,Donald,Williams,63 Eastland Avenue,Sacramento,CA,95850,9160717135,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2860,2009-05-06 15:07:06.0,\N,Lisa,Rosenblatt,747 Woodstock Drive,Palo Alto,CA,94357,6504777970,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2861,2009-01-21 01:55:08.0,\N,Mac,Irwin,4359 Sycamore Street,Stockton,CA,95205,2099937043,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2862,2009-08-26 08:43:36.0,\N,Michael,Josephson,3509 O Conner Street,Oakland,CA,94587,5104994059,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2863,2009-05-29 19:18:20.0,\N,Gary,Vergara,3796 Valley Street,Stockton,CA,95361,2094370466,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2864,2009-01-01 04:32:26.0,2013-08-13 15:20:51.0,Stacey,Nyman,3973 Bubby Drive,San Mateo,CA,94424,6500836187,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2865,2009-11-09 20:12:26.0,\N,Patricia,Floyd,568 Henry Ford Avenue,San Francisco,CA,94128,4159408232,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2866,2009-07-11 05:32:10.0,\N,Jose,Morris,1115 Weekley Street,Sacramento,CA,94254,9161034906,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2867,2009-12-13 19:00:28.0,\N,Sylvia,Gall,247 Virgil Street,San Mateo,CA,94446,6505987895,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2868,2009-11-03 15:14:38.0,2014-02-01 12:49:59.0,Sharon,Burbach,3686 Mercer Street,Richmond,CA,94870,5100241938,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2869,2009-01-18 00:17:58.0,\N,William,Long,2800 Goldcliff Circle,Sacramento,CA,95650,9167134022,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2870,2009-04-22 11:07:31.0,\N,Gregory,Jones,1078 Main Street,Oakland,CA,94530,5108272138,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2871,2009-05-20 20:44:50.0,\N,Melanie,Benton,814 Rocket Drive,San Mateo,CA,94463,6502410061,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2872,2009-02-15 00:45:15.0,\N,Beverly,Younce,1803 Joanne Lane,Sacramento,CA,94232,9161988134,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2873,2009-09-11 19:51:56.0,\N,Elsie,Reed,856 Bastin Drive,San Mateo,CA,94472,6500039602,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2874,2009-11-30 19:40:12.0,\N,Erica,Tarbell,2817 Hart Street,Stockton,CA,95328,2096697309,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2875,2009-11-07 01:53:28.0,\N,William,Milner,3050 Coolidge Street,Santa Rosa,CA,94906,7070247153,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2876,2009-06-18 06:00:56.0,\N,Eric,Crossland,807 Blue Spruce Lane,Eureka,CA,95559,7071899487,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2877,2009-07-25 22:04:28.0,\N,Russell,Delgado,888 Ralph Drive,Santa Rosa,CA,94930,7073077728,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2878,2009-01-14 11:21:12.0,\N,Edward,Pike,367 Gateway Avenue,San Mateo,CA,94440,6506462262,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2879,2009-03-27 03:53:47.0,2014-01-27 07:54:41.0,Maria,Obrien,3272 Heather Sees Way,Santa Rosa,CA,94909,7074647310,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2880,2009-05-15 12:10:42.0,\N,Jose,Collins,4367 Roguski Road,Sacramento,CA,95738,9160263283,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2881,2009-10-03 16:42:51.0,2014-01-01 11:02:47.0,Sharon,Galasso,1889 Hillcrest Lane,San Francisco,CA,94137,4150946780,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2882,2009-01-29 17:24:51.0,\N,Jeffrey,Spencer,357 Wood Street,San Francisco,CA,94189,4150904279,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2883,2009-12-10 15:47:30.0,\N,Paul,Block,3982 Oxford Court,Palo Alto,CA,94347,6502853053,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2884,2009-05-04 07:17:08.0,\N,Shon,Roland,409 Java Lane,Marysville,CA,95913,5301305247,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2885,2009-05-19 17:26:22.0,\N,Monica,Dixon,2757 Grant View Drive,Santa Rosa,CA,94950,7070504873,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2886,2009-08-03 22:25:15.0,2014-01-07 14:59:40.0,Allison,Almeida,2501 Small Street,San Francisco,CA,94071,4151401750,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2887,2009-05-21 00:45:54.0,\N,Jessie,Bess,141 John Calvin Drive,Santa Rosa,CA,95463,7079722278,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2888,2009-01-28 01:06:47.0,\N,Marjorie,Davis,4987 Cunningham Court,Berkeley,CA,94711,5103001538,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2889,2009-08-13 23:21:56.0,\N,Deborah,Conti,3999 Mount Tabor,San Francisco,CA,94034,4153178696,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2890,2009-08-16 15:36:58.0,\N,Scott,Meek,3927 Poco Mas Drive,Richmond,CA,94868,5102033578,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2891,2009-07-17 02:56:53.0,2014-01-17 07:14:29.0,Lori,Brummitt,1661 Haymond Rocks Road,San Jose,CA,95135,4081349847,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2892,2009-07-20 09:58:13.0,\N,Charles,Lacey,2560 Grove Street,San Jose,CA,95188,4089876974,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2893,2009-04-22 17:01:19.0,\N,Charles,Franklin,41 Ridge Road,Sacramento,CA,95662,9161146646,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2894,2009-03-18 05:45:15.0,2014-01-11 12:54:54.0,John,Williams,3364 Bubby Drive,Santa Rosa,CA,94912,7071150669,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2895,2009-11-22 21:39:46.0,2014-01-08 12:25:18.0,Charles,Lanier,825 Pinnickinick Street,Stockton,CA,95235,2099898869,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2896,2009-07-18 14:06:53.0,\N,Angela,Acree,1462 Conaway Street,San Francisco,CA,94116,4155350200,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2897,2009-03-17 04:32:36.0,2013-12-16 23:39:08.0,Terri,Odegaard,2157 Joes Road,San Jose,CA,95073,4084844792,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2898,2009-08-31 03:01:02.0,2014-01-29 03:38:59.0,Lottie,Eakes,3200 Court Street,Santa Rosa,CA,95410,7075314502,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2899,2009-02-07 19:18:06.0,\N,Gladys,Waters,2165 Clay Lick Road,San Francisco,CA,94044,4156489581,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2900,2009-05-21 06:51:50.0,\N,Deloris,Bales,1058 Corpening Drive,Santa Rosa,CA,94943,7070600415,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2901,2009-05-02 03:13:47.0,\N,David,Hudson,2632 Harry Place,San Francisco,CA,94009,4154307212,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2902,2009-01-08 05:37:36.0,2014-01-30 11:51:39.0,Santa,Lim,1080 Star Trek Drive,Marysville,CA,95911,5308077733,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2903,2009-01-03 19:40:53.0,\N,John,Weldon,2355 Chicago Avenue,San Jose,CA,95168,4086234939,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2904,2009-10-13 01:01:53.0,\N,Cecilia,Young,2527 Raver Croft Drive,Sacramento,CA,94204,9164848877,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2905,2009-02-23 12:58:56.0,\N,Eric,Lane,568 Wood Street,Sacramento,CA,95612,9160712506,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2906,2009-09-26 14:32:05.0,\N,Jamie,Lowe,440 Redbud Drive,Sacramento,CA,94229,9160722606,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2907,2009-05-27 19:37:29.0,2012-12-11 00:10:13.0,Efren,Olguin,2648 Hart Ridge Road,Stockton,CA,95304,2098640822,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2908,2009-10-25 10:55:16.0,\N,Irene,Sturdivant,1914 Woodland Drive,Sacramento,CA,95693,9164222722,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2909,2009-07-22 10:52:21.0,\N,Maria,Brown,1453 Calvin Street,Santa Rosa,CA,95494,7077550279,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2910,2009-10-26 05:48:56.0,\N,Joe,Reed,1086 Myra Street,San Jose,CA,95035,4084683696,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2911,2009-05-14 20:38:36.0,\N,Robert,Freel,2655 Roosevelt Road,Marysville,CA,95938,5308101624,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2912,2009-12-27 20:38:29.0,\N,Gloria,Tse,2308 Richison Drive,Sacramento,CA,95764,9160631128,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2913,2009-09-29 18:23:17.0,2013-11-07 08:40:03.0,John,Aguayo,1994 Haven Lane,San Francisco,CA,94070,4155481308,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2914,2009-11-20 23:29:26.0,\N,Daniel,Kirby,2570 Lake Road,Stockton,CA,95254,2091891379,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2915,2009-07-04 16:11:23.0,\N,Irma,Noonan,2766 Frosty Lane,Eureka,CA,95515,7074247370,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2916,2009-08-12 16:32:28.0,2014-02-26 19:37:12.0,Barbara,Meacham,1607 Marcus Street,Richmond,CA,94805,5102531897,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2917,2009-09-20 08:38:09.0,\N,Peter,Odom,4321 Scheuvront Drive,San Francisco,CA,94020,4156164149,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2918,2009-09-09 05:32:43.0,\N,Yolanda,Davis,2777 Broad Street,Stockton,CA,95386,2099710217,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2919,2009-05-05 08:22:22.0,\N,George,Fonseca,1099 Mulberry Street,Eureka,CA,95561,7078845537,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2920,2009-02-10 22:27:21.0,\N,Christopher,Waters,4911 Lowes Alley,Berkeley,CA,94763,5102899789,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2921,2009-04-12 18:42:13.0,\N,George,Crum,2869 Valley Drive,Santa Rosa,CA,94906,7076721368,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2922,2009-04-15 22:49:25.0,2014-03-10 08:12:22.0,Barbara,Crawford,4998 College View,San Mateo,CA,94420,6500999622,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2923,2009-07-26 12:56:26.0,2014-01-04 21:24:14.0,Elizabeth,Gutierrez,3231 Hilltop Street,Palo Alto,CA,94333,6504715014,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2924,2009-04-14 20:02:44.0,\N,Indira,Schwartz,1839 Carriage Lane,Stockton,CA,95365,2091860049,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2925,2009-06-13 22:42:33.0,\N,Gerald,Jennings,4395 Hillcrest Lane,Sacramento,CA,95660,9163069443,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2926,2009-09-30 03:54:34.0,\N,Anthony,Sipple,4761 Finwood Road,San Mateo,CA,94493,6501090364,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2927,2009-06-01 20:01:39.0,\N,Kristin,Oh,1422 Leverton Cove Road,Santa Rosa,CA,95429,7070695182,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2928,2009-09-08 10:58:22.0,\N,Nicole,Torgerson,1217 Wetzel Lane,Richmond,CA,94802,5100308788,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2929,2009-07-07 22:39:26.0,\N,Ronald,Armstrong,653 Marshall Street,Stockton,CA,95345,2096494125,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2930,2009-02-27 15:36:42.0,\N,William,Scott,1551 Southern Street,Sacramento,CA,95817,9167155876,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2931,2009-11-13 02:56:42.0,2014-01-11 04:24:04.0,Geraldine,Council,562 Brighton Circle Road,Santa Rosa,CA,95458,7070927960,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2932,2009-11-26 09:52:56.0,\N,Charles,Curtis,566 Fleming Street,Eureka,CA,95565,7079560060,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2933,2009-09-01 19:14:41.0,\N,Stephen,Hampton,3662 Timber Oak Drive,Stockton,CA,95274,2091380694,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2934,2009-02-27 07:22:20.0,2014-02-09 05:00:48.0,Joshua,Wilburn,755 Turnpike Drive,San Mateo,CA,94490,6500508918,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2935,2009-02-12 12:12:37.0,\N,Brian,Estrada,2267 Hill Haven Drive,Santa Rosa,CA,95449,7078389126,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2936,2009-06-04 02:29:27.0,\N,Harlan,Ayers,4007 Roguski Road,Sacramento,CA,95655,9166148760,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2937,2009-12-22 04:38:55.0,\N,Shanna,Gillespie,4489 Barrington Court,San Jose,CA,95021,4083554540,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2938,2009-10-06 05:59:37.0,2014-02-16 19:20:37.0,Catherine,Hallowell,3200 Burning Memory Lane,San Francisco,CA,94131,4153048394,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2939,2009-07-16 05:15:19.0,2014-03-04 02:49:44.0,Scott,Long,3491 Grove Avenue,Sacramento,CA,95823,9161294398,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2940,2009-01-28 12:24:25.0,2013-12-22 10:20:29.0,Eric,Shumway,4755 Marietta Street,San Jose,CA,95075,4087515495,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2941,2009-03-25 21:11:21.0,\N,Antonio,Logan,2097 Eagles Nest Drive,Sacramento,CA,95647,9164634399,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2942,2009-05-30 10:00:56.0,\N,Carole,Cabell,736 Mutton Town Road,Berkeley,CA,94701,5108197461,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2943,2009-12-26 23:20:07.0,2014-01-13 11:01:20.0,Rebecca,Anderson,4236 Ventura Drive,San Francisco,CA,94092,4158341746,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2944,2009-10-05 22:53:13.0,2014-02-09 10:15:24.0,James,Martin,2177 Limer Street,Richmond,CA,94895,5100497478,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2945,2009-06-05 01:06:07.0,\N,Ashley,Reid,2584 Fannie Street,San Francisco,CA,94125,4156042619,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2946,2009-07-06 21:20:10.0,\N,Sharon,Spell,2870 Horseshoe Lane,San Mateo,CA,94414,6507217052,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2947,2009-10-31 09:04:07.0,\N,Patricia,Rosenow,41 Hide A Way Road,Oakland,CA,94676,5105418417,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2948,2009-10-10 02:04:13.0,\N,Jason,McMurray,2718 Arbor Court,Oakland,CA,94506,5105693155,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2949,2009-12-27 17:50:45.0,\N,Molly,Ortega,341 Fittro Street,Santa Rosa,CA,94965,7072845992,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2950,2009-09-17 04:17:46.0,\N,Cynthia,Moore,3523 Stratford Drive,Sacramento,CA,94266,9162974689,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2951,2009-09-30 04:16:27.0,2012-04-10 14:17:57.0,Sherri,Lail,1976 Webster Street,Sacramento,CA,95732,9165136193,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2952,2009-04-03 01:40:11.0,2013-12-12 14:32:08.0,Ashley,Nathaniel,3469 Wolf Pen Road,Richmond,CA,94843,5102560844,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2953,2009-10-10 12:23:10.0,2013-02-03 02:52:10.0,Mary,Caban,1395 Still Pastures Drive,San Francisco,CA,94091,4152611991,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2954,2009-05-31 06:55:53.0,\N,Alfred,Ivory,1124 Eagle Drive,Sacramento,CA,95622,9164973006,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2955,2009-04-27 20:41:33.0,\N,Mary,Wiles,1588 Fire Access Road,Marysville,CA,95926,5305197665,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2956,2009-08-06 23:30:07.0,2013-12-28 14:08:35.0,Callie,Troia,2402 Centennial Farm Road,Sacramento,CA,95752,9160476622,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2957,2009-01-12 10:50:09.0,\N,Scott,McHenry,3903 Yorkie Lane,Richmond,CA,94823,5103108122,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2958,2009-11-24 20:59:57.0,\N,Miguel,McDaniel,4101 Ridge Road,Eureka,CA,95522,7070282489,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2959,2009-07-29 22:26:19.0,\N,Rodney,Castro,4532 Tetrick Road,Stockton,CA,95315,2090793615,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2960,2009-12-12 07:59:42.0,2013-01-15 00:04:54.0,Ruth,Lentz,2816 Forest Avenue,Sacramento,CA,95698,9166435289,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2961,2009-03-27 10:09:21.0,\N,Irwin,Whitmarsh,1503 Flanigan Oaks Drive,San Mateo,CA,94471,6500240813,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2962,2009-12-11 00:53:53.0,2014-01-03 05:10:34.0,Theodore,Russel,3656 Front Street,San Mateo,CA,94458,6502250807,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2963,2009-01-15 11:07:03.0,2014-02-12 05:02:37.0,Julie,Dunham,2302 Isaacs Creek Road,Sacramento,CA,95828,9169242414,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2964,2009-03-17 21:40:55.0,\N,Jere,Mott,3778 Aspen Court,Sacramento,CA,94248,9164899320,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2965,2009-01-05 21:57:01.0,\N,Debra,Merino,951 Devils Hill Road,Sacramento,CA,95611,9166180707,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2966,2009-01-23 01:51:01.0,2014-01-01 22:03:10.0,Stephanie,Jordan,3079 Hawks Nest Lane,Stockton,CA,95334,2098675601,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2967,2009-01-21 17:20:24.0,2014-02-16 13:38:04.0,Shelia,Butcher,1470 Filbert Street,Stockton,CA,95310,2099085000,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2968,2009-06-02 06:45:12.0,\N,Hollie,Washington,2189 Hide A Way Road,Oakland,CA,94652,5105449619,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2969,2009-09-11 08:53:10.0,\N,Tim,Nadeau,1564 Joanne Lane,Richmond,CA,94860,5102043391,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2970,2009-05-26 00:05:40.0,\N,Sharla,Collar,540 Spring Haven Trail,San Jose,CA,95089,4081658374,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2971,2009-09-30 05:46:55.0,\N,Edmond,Spriggs,3045 Euclid Avenue,Oakland,CA,94614,5108923872,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2972,2009-04-02 09:08:47.0,\N,Marie,Peterson,61 Briercliff Road,Santa Rosa,CA,94978,7076891633,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2973,2009-10-06 01:31:26.0,2014-02-09 22:34:50.0,Rosaura,Noe,2762 Williams Lane,Stockton,CA,95314,2090053017,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2974,2009-06-25 11:47:22.0,2014-01-29 22:08:07.0,Christa,Humphrey,231 Rocket Drive,San Francisco,CA,94115,4152263362,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2975,2009-11-23 11:17:06.0,\N,Mathew,Porter,925 Brooke Street,Eureka,CA,95518,7074895435,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2976,2009-02-08 04:41:47.0,\N,Maryann,Paxton,1685 Circle Drive,Berkeley,CA,94780,5105678426,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2977,2009-08-22 06:34:08.0,\N,Brady,Gerth,4039 Stroop Hill Road,San Mateo,CA,94486,6509392254,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2978,2009-02-27 16:31:11.0,2014-01-19 13:12:15.0,Gerald,Brooks,4522 Marietta Street,Santa Rosa,CA,94929,7071199809,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2979,2009-03-15 14:36:01.0,\N,James,McCarty,3856 Lewis Street,Oakland,CA,94549,5109559290,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2980,2009-10-01 02:18:16.0,2014-02-05 03:02:12.0,Beverly,Nelson,3897 Better Street,San Jose,CA,95085,4081275416,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2981,2009-09-01 06:07:15.0,\N,Earl,Stromain,116 Pinnickinnick Street,Marysville,CA,95901,5307393311,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2982,2009-12-10 13:23:33.0,\N,Virginia,Prendergast,1339 Ralph Drive,San Francisco,CA,94026,4150964370,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2983,2009-07-27 01:11:18.0,2014-02-23 20:31:28.0,Dan,Hyslop,2996 Valley Drive,Palo Alto,CA,94365,6506207672,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2984,2009-11-25 01:39:08.0,\N,Cheryl,Castillo,3504 Jadewood Drive,San Francisco,CA,94019,4158309515,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2985,2009-03-04 22:16:33.0,\N,Marian,Griffith,4177 Seltice Way,Santa Rosa,CA,94918,7075329289,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2986,2009-08-18 06:05:45.0,\N,Johnathan,Marrufo,4563 Stoney Lane,Sacramento,CA,95626,9163148215,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2987,2009-02-26 03:34:10.0,\N,Amber,Spann,3785 McDowell Street,Marysville,CA,95975,5309655547,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2988,2009-02-10 13:42:20.0,\N,Mitchell,Davis,1717 Franklin Avenue,Marysville,CA,95909,5309652968,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2989,2009-11-19 14:53:33.0,2014-02-15 02:14:03.0,Linda,Lacey,2016 North Street,Stockton,CA,95387,2098114231,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2990,2009-09-05 10:59:47.0,2014-02-19 03:00:50.0,Craig,Watson,1067 Kidd Avenue,San Jose,CA,95194,4083150201,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2991,2009-05-03 00:09:53.0,2014-02-12 19:51:38.0,Larry,Mariani,4787 Rubaiyat Road,Stockton,CA,95303,2097510399,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2992,2009-09-26 11:18:22.0,\N,Crystal,Weber,20 Meadowview Drive,San Jose,CA,95137,4080716439,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2993,2009-01-25 17:04:27.0,2014-02-02 15:05:06.0,Kevin,Turner,2601 Walton Street,Sacramento,CA,94216,9164540408,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2994,2009-12-25 21:48:46.0,\N,Hilda,Harmon,3840 Woodstock Drive,Sacramento,CA,94231,9166156117,2014-03-18 13:29:52.0,2014-03-18 13:29:52.0
2995,2009-09-09 07:32:33.0,\N,Michael,Anderson,881 Corpening Drive,Oakland,CA,94688,5108738827,2014-03-18 13:29:53.0,2014-03-18 13:29:53.0
2996,2009-11-15 22:45:10.0,2010-05-25 18:12:50.0,Albert,Main,2398 Anthony Avenue,Stockton,CA,95346,2092560078,2014-03-18 13:29:53.0,2014-03-18 13:29:53.0
2997,2009-05-01 01:51:58.0,\N,James,Stevenson,258 Poco Mas Drive,Stockton,CA,95335,2095986092,2014-03-18 13:29:53.0,2014-03-18 13:29:53.0
2998,2009-10-16 03:28:07.0,\N,Kimberly,Stephens,2421 Buffalo Creek Road,Sacramento,CA,95838,9160268124,2014-03-18 13:29:53.0,2014-03-18 13:29:53.0
2999,2009-02-12 00:27:55.0,\N,Kari,Lightle,2827 Clifford Street,Santa Rosa,CA,95412,7077059635,2014-03-18 13:29:53.0,2014-03-18 13:29:53.0
3000,2009-10-11 09:54:43.0,2014-02-20 11:15:09.0,Natasha,Sauer,2746 Braxton Street,Oakland,CA,94650,5102609242,2014-03-18 13:29:53.0,2014-03-18 13:29:53.0
3001,2009-05-18 11:32:08.0,2014-02-19 13:07:55.0,Sharlene,Sanchez,4240 Sugar Camp Road,Marysville,CA,95967,5307258633,2014-03-18 13:29:53.0,2014-03-18 13:29:53.0
3002,2009-01-10 05:53:22.0,\N,Brian,Souza,3864 Godfrey Street,Oakland,CA,94660,5109929103,2014-03-18 13:29:53.0,2014-03-18 13:29:53.0
3003,2009-03-20 01:32:14.0,\N,Nora,Ozuna,2529 Cantebury Drive,Eureka,CA,95550,7079009729,2014-03-18 13:29:53.0,2014-03-18 13:29:53.0
